feedback_id,transaction_id,rating,feedback_date
264,747,1,6/4/2023
265,1383,4,2/26/2022
266,1009,5,12/25/2022
267,1651,3,11/12/2024
268,1959,5,4/14/2024
269,1091,2,4/23/2023
270,21,3,4/13/2023
271,405,5,7/26/2022
272,1349,2,10/3/2024
273,73,2,10/30/2024
274,175,1,11/21/2023
275,1981,4,3/24/2024
276,283,5,3/9/2023
277,1001,3,12/3/2024
278,839,5,2/3/2024
279,1509,5,11/23/2022
280,1705,5,12/7/2022
281,1863,2,12/7/2024
282,333,3,4/27/2023
283,485,1,3/25/2024
284,669,3,6/2/2023
285,429,2,11/22/2024
286,1691,2,1/27/2022
287,835,3,10/8/2023
288,901,3,2/10/2022
289,409,5,7/6/2022
290,65,3,1/28/2024
291,713,3,1/16/2024
292,755,2,7/4/2023
293,217,3,7/20/2022
294,1921,5,2/11/2022
295,909,2,9/2/2024
296,1631,4,2/11/2023
297,1777,3,9/17/2023
298,1851,3,1/28/2023
299,1949,5,9/26/2024
300,355,2,1/18/2023
301,1867,1,11/26/2023
302,647,4,11/23/2024
303,919,5,1/20/2024
304,1935,1,8/11/2024
305,1409,3,3/23/2024
306,763,1,7/15/2024
307,1269,5,2/22/2022
308,1893,3,9/23/2024
309,1327,4,5/3/2024
310,1057,3,6/11/2023
311,61,5,1/13/2023
312,315,2,8/17/2022
313,611,1,11/30/2024
314,1181,2,10/30/2023
315,749,3,11/26/2024
316,1515,2,10/26/2022
317,1451,3,12/3/2022
318,1039,3,4/29/2024
319,1291,3,10/11/2022
320,1327,4,12/13/2022
321,1829,1,3/27/2023
322,1399,4,3/22/2023
323,1197,1,11/12/2024
324,1999,4,7/13/2022
325,479,4,5/17/2022
326,1973,3,1/2/2024
327,1385,5,2/16/2022
328,139,1,2/3/2024
329,155,4,5/20/2022
330,1201,4,5/15/2022
331,333,5,8/21/2023
332,1237,2,7/3/2024
333,497,3,2/12/2022
334,407,1,6/4/2023
335,1071,4,2/25/2022
336,1029,2,7/13/2023
337,795,2,2/19/2022
338,1267,5,5/3/2023
339,99,1,8/13/2023
340,1245,2,7/11/2024
341,545,3,5/23/2024
342,393,1,10/21/2024
343,59,4,3/26/2023
344,997,2,12/12/2024
345,515,2,4/2/2024
346,659,4,7/5/2024
347,1087,3,11/24/2022
348,1983,4,1/8/2024
349,661,3,9/2/2024
350,1845,2,12/6/2022
351,543,4,10/30/2024
352,1823,4,3/30/2024
353,1833,1,12/8/2023
354,761,4,8/1/2022
355,623,4,5/5/2023
356,561,4,9/5/2023
357,1669,5,10/30/2023
358,1493,1,6/7/2024
359,537,4,1/24/2022
360,1247,5,6/8/2023
361,945,5,11/25/2024
362,1907,5,4/6/2023
363,315,5,6/17/2024
364,47,1,6/10/2024
365,297,4,12/6/2024
366,1201,2,10/13/2022
367,1513,3,3/9/2024
368,1599,1,2/16/2023
369,1005,1,11/10/2024
370,397,5,4/25/2023
371,1141,3,7/9/2022
372,1825,4,2/22/2022
373,217,4,6/7/2022
374,115,2,3/26/2022
375,421,4,10/1/2024
376,1505,2,6/9/2024
377,561,5,11/19/2024
378,1985,3,9/22/2023
379,581,2,4/21/2023
380,1573,1,12/23/2022
381,1111,4,6/22/2022
382,1175,5,4/11/2022
383,805,2,6/21/2023
384,1393,3,7/14/2022
385,1769,1,12/30/2022
386,1005,4,4/26/2022
387,225,2,9/28/2023
388,585,1,12/5/2022
389,1587,1,3/17/2022
390,1803,4,2/3/2024
391,1383,2,1/16/2023
392,319,4,1/24/2024
393,753,5,10/30/2022
394,677,5,5/29/2024
395,811,3,1/26/2023
396,727,5,3/26/2022
397,67,4,2/27/2024
398,393,2,4/10/2023
399,371,4,12/2/2023
400,861,1,11/18/2024
401,221,3,4/15/2023
402,657,3,4/9/2023
403,1815,3,8/20/2023
404,973,4,4/21/2022
405,1645,5,3/17/2023
406,1467,5,7/26/2023
407,1917,1,11/19/2024
408,1019,2,7/30/2023
409,1943,3,9/6/2023
410,841,5,4/11/2024
411,1985,5,5/4/2024
412,513,3,8/27/2022
413,745,4,1/6/2023
414,1807,3,5/26/2022
415,39,1,2/13/2024
416,1159,1,4/19/2024
417,1303,3,12/26/2024
418,925,1,5/19/2023
419,283,2,3/28/2024
420,1943,4,1/13/2024
421,649,3,10/21/2023
422,313,1,11/4/2024
423,425,5,5/1/2024
424,81,4,8/6/2024
425,351,3,11/26/2023
426,431,2,9/29/2024
427,107,4,3/11/2023
428,1653,2,12/10/2022
429,649,2,3/7/2022
430,1293,3,10/27/2024
431,519,1,7/7/2023
432,1649,2,3/31/2024
433,613,2,12/21/2023
434,937,2,11/30/2022
435,1671,1,2/13/2023
436,875,1,6/19/2024
437,717,5,5/5/2022
438,1235,3,5/4/2022
439,363,3,1/17/2024
440,1519,2,6/8/2024
441,13,2,3/30/2024
442,15,2,1/4/2022
443,299,3,8/23/2022
444,1319,5,10/15/2022
445,889,5,7/2/2023
446,873,4,10/12/2024
447,643,4,1/4/2022
448,749,4,11/29/2022
449,1367,1,10/3/2022
450,1601,2,6/25/2022
451,311,3,9/10/2024
452,129,1,4/2/2024
453,869,1,7/29/2024
454,789,5,8/23/2022
455,1775,4,12/19/2022
456,1067,3,1/20/2024
457,1781,2,7/2/2023
458,589,5,1/27/2024
459,981,1,1/3/2022
460,335,5,1/31/2024
461,1961,2,10/6/2022
462,33,3,3/12/2023
463,707,5,5/23/2024
464,959,4,1/20/2022
465,739,2,3/19/2023
466,79,1,3/12/2022
467,1635,4,6/26/2022
468,881,3,11/16/2022
469,1455,4,2/5/2023
470,1537,4,1/25/2024
471,195,1,2/26/2022
472,1289,1,9/24/2023
473,627,5,9/9/2024
474,1765,5,8/16/2023
475,1459,1,7/24/2024
476,371,1,2/25/2022
477,337,4,8/15/2022
478,1761,5,4/28/2022
479,1275,3,2/14/2023
480,1471,1,1/4/2022
481,795,3,8/1/2022
482,1213,1,8/25/2022
483,1,3,7/12/2023
484,435,3,4/16/2022
485,1977,4,8/1/2023
486,311,3,12/1/2023
487,991,2,9/7/2022
488,1331,4,12/9/2024
489,475,5,6/10/2024
490,483,3,6/15/2023
491,23,5,10/10/2022
492,1683,1,4/8/2023
493,985,4,11/8/2022
494,641,2,9/15/2022
495,1009,3,4/16/2023
496,469,2,2/17/2022
497,903,2,9/25/2023
498,471,5,4/8/2024
499,5,5,8/25/2024
500,1435,3,2/2/2024
501,781,3,3/2/2024
502,191,4,2/13/2024
503,1885,3,7/14/2023
504,139,1,6/16/2024
505,1527,3,5/6/2022
506,683,5,10/25/2022
507,1,3,12/9/2022
508,271,5,5/29/2023
509,847,5,7/22/2024
510,517,2,8/28/2023
511,505,4,5/27/2023
512,1941,4,5/15/2024
513,1599,1,3/22/2023
514,209,4,10/17/2023
515,199,5,12/1/2022
516,1411,1,2/16/2023
517,1017,4,11/26/2023
518,1353,1,9/8/2024
519,541,4,10/29/2022
520,123,2,9/20/2024
521,1101,2,5/14/2023
522,953,4,5/13/2023
523,1167,4,9/12/2022
524,703,4,6/3/2024
525,553,5,3/22/2024
526,1791,4,7/8/2023
527,655,4,11/8/2022
528,669,3,3/11/2022
529,817,4,12/21/2024
530,91,5,5/2/2023
531,201,4,6/20/2022
532,591,5,3/19/2023
533,171,5,9/3/2024
534,5,2,12/23/2022
535,1005,5,8/9/2023
536,99,5,11/18/2023
537,789,1,2/28/2022
538,1773,5,8/12/2024
539,41,5,8/24/2023
540,205,5,1/25/2024
541,1705,5,12/2/2024
542,103,2,5/20/2022
543,1651,4,1/8/2024
544,1351,4,12/26/2023
545,1859,4,4/24/2024
546,1699,4,10/16/2023
547,455,2,6/17/2023
548,901,2,11/26/2023
549,1397,5,7/21/2023
550,69,1,2/9/2024
551,1831,3,12/22/2024
552,317,1,6/8/2023
553,509,4,11/7/2023
554,115,5,7/21/2024
555,1773,4,3/23/2022
556,1539,2,6/10/2022
557,1137,1,1/26/2023
558,781,5,6/18/2024
559,699,4,2/1/2024
560,349,4,2/18/2023
561,1601,5,1/5/2023
562,1975,5,10/28/2024
563,211,3,3/7/2024
564,1453,4,5/29/2024
565,1381,5,4/19/2022
566,1461,5,11/21/2023
567,1183,2,5/5/2023
568,259,1,9/19/2024
569,845,3,9/1/2022
570,313,1,6/22/2023
571,1309,3,8/9/2022
572,307,1,10/8/2023
573,299,3,4/23/2024
574,1973,5,5/1/2024
575,1113,1,11/3/2024
576,1347,3,10/3/2023
577,1047,2,9/24/2022
578,1043,3,3/2/2022
579,969,4,3/16/2023
580,553,2,6/23/2022
581,395,5,9/7/2022
582,1325,3,10/11/2024
583,79,3,6/5/2022
584,279,1,7/18/2024
585,701,1,8/8/2024
586,1711,2,11/12/2022
587,1565,2,10/17/2022
588,1737,4,2/2/2022
589,1777,1,7/29/2023
590,1867,2,2/2/2024
591,1405,4,1/5/2022
592,815,2,11/9/2022
593,217,3,7/2/2023
594,1377,2,6/19/2023
595,1383,5,9/12/2022
596,1529,1,12/22/2023
597,551,5,9/8/2022
598,1201,4,8/28/2023
599,1853,3,1/27/2023
600,1055,5,1/21/2023
601,37,2,1/12/2024
602,635,3,5/29/2022
603,491,3,6/16/2024
604,1989,5,7/8/2022
605,1267,1,9/15/2022
606,699,4,3/1/2023
607,1019,1,9/8/2023
608,1447,1,7/12/2024
609,813,2,1/14/2024
610,251,2,12/8/2024
611,1853,5,5/16/2022
612,1465,3,5/19/2023
613,711,1,1/24/2023
614,1239,3,11/6/2024
615,1101,1,2/19/2023
616,411,2,2/4/2024
617,1947,1,3/25/2024
618,1069,3,11/9/2022
619,1437,4,8/2/2023
620,1487,5,6/26/2022
621,1003,4,9/16/2023
622,1517,1,11/23/2024
623,1927,4,2/1/2022
624,579,1,8/18/2024
625,1325,1,10/20/2024
626,1345,5,10/15/2024
627,663,3,2/24/2022
628,1165,5,3/8/2022
629,1069,1,11/29/2024
630,175,1,11/18/2022
631,9,4,5/20/2022
632,891,4,7/2/2022
633,1729,1,8/11/2024
634,1627,2,8/19/2022
635,1261,3,4/16/2024
636,1299,1,12/6/2022
637,157,3,9/15/2023
638,489,1,1/25/2022
639,1175,3,10/14/2022
640,233,1,10/19/2022
641,1757,5,10/2/2022
642,1335,5,4/22/2024
643,65,2,12/10/2024
644,925,3,3/8/2023
645,1921,1,1/2/2024
646,255,2,2/26/2023
647,545,5,5/20/2023
648,851,2,3/20/2022
649,371,3,8/11/2024
650,1567,1,4/22/2024
651,519,2,11/25/2022
652,1755,1,2/27/2022
653,733,3,7/15/2023
654,1587,3,7/9/2022
655,1589,1,11/9/2023
656,903,5,4/28/2024
657,1657,1,11/2/2023
658,1121,2,3/7/2022
659,471,3,7/21/2022
660,159,4,5/6/2024
661,1723,4,1/31/2024
662,1229,3,7/19/2022
663,827,1,5/31/2022
664,1161,5,8/11/2022
665,103,3,2/15/2023
666,47,2,1/4/2022
667,961,1,12/24/2024
668,1635,3,7/5/2024
669,1861,5,7/16/2023
670,1009,2,9/25/2022
671,1727,2,1/19/2022
672,1595,2,3/6/2022
673,1243,2,6/4/2022
674,403,2,4/25/2022
675,785,5,10/15/2024
676,557,3,7/10/2023
677,1377,3,1/17/2022
678,1483,5,3/15/2024
679,1761,4,12/28/2022
680,127,3,5/18/2022
681,223,3,2/10/2022
682,1953,3,10/29/2023
683,1439,5,6/11/2024
684,1263,1,9/7/2022
685,241,3,4/7/2023
686,443,5,2/24/2024
687,1431,2,8/6/2022
688,1879,4,8/18/2023
689,535,3,7/18/2022
690,979,5,3/21/2022
691,17,2,10/29/2022
692,1065,2,6/5/2023
693,193,3,8/26/2024
694,1315,2,10/25/2023
695,1779,2,7/23/2022
696,1119,3,7/7/2023
697,657,5,8/28/2024
698,471,5,11/6/2022
699,1941,4,2/10/2023
700,471,3,7/29/2023
701,47,3,7/19/2022
702,1117,2,1/22/2023
703,749,1,7/2/2024
704,547,2,5/16/2023
705,337,3,10/2/2023
706,309,2,1/2/2022
707,579,2,3/6/2023
708,1771,3,3/21/2022
709,1569,3,5/24/2022
710,1067,5,2/20/2022
711,849,4,11/28/2022
712,81,3,5/14/2023
713,1111,2,5/2/2024
714,1345,2,10/4/2022
715,665,2,12/1/2023
716,611,3,11/6/2024
717,1671,5,12/23/2023
718,165,3,4/4/2022
719,1285,2,2/13/2022
720,1341,5,9/13/2022
721,1461,5,11/28/2023
722,225,3,3/8/2022
723,949,4,10/5/2024
724,89,5,5/1/2024
725,277,5,5/21/2023
726,1423,2,9/21/2024
727,1099,2,6/28/2024
728,1839,1,8/31/2022
729,253,4,4/5/2023
730,1971,5,2/4/2022
731,555,5,2/12/2024
732,177,1,9/15/2022
733,61,1,10/28/2023
734,1897,1,5/30/2022
735,1003,2,11/23/2023
736,1203,2,3/30/2023
737,1445,5,12/9/2022
738,529,3,6/22/2024
739,1367,4,9/4/2022
740,559,3,4/29/2022
741,1525,2,7/30/2024
742,601,4,4/9/2024
743,1829,1,10/18/2022
744,857,5,7/13/2024
745,1471,5,4/1/2023
746,1623,5,7/9/2023
747,1773,5,1/13/2022
748,1603,3,5/1/2024
749,1003,1,1/29/2023
750,1005,3,8/16/2024
751,813,1,9/28/2023
752,105,4,12/29/2024
753,391,3,8/4/2022
754,699,3,7/8/2023
755,1249,5,7/31/2024
756,1923,3,3/11/2024
757,347,1,2/24/2023
758,807,2,12/21/2023
759,331,4,9/12/2023
760,1689,1,12/10/2022
761,1733,3,4/8/2023
762,1231,3,3/26/2024
763,1353,1,11/2/2022
764,1841,5,5/10/2023
765,1665,3,4/13/2024
766,1033,3,8/12/2024
767,1899,2,10/23/2022
768,1609,2,2/28/2024
769,229,1,11/21/2023
770,1923,5,10/11/2022
771,1441,3,8/16/2024
772,1881,5,2/4/2024
773,261,1,8/8/2022
774,1621,2,11/7/2024
775,1519,1,9/3/2023
776,1433,2,3/11/2024
777,1455,4,8/26/2023
778,1767,2,2/15/2022
779,369,4,4/29/2024
780,615,3,12/15/2022
781,1181,3,2/16/2022
782,1603,2,7/29/2022
783,1597,4,1/17/2024
784,73,3,2/15/2023
785,179,5,1/23/2024
786,1943,2,9/27/2022
787,1963,3,1/8/2024
788,1101,1,1/5/2023
789,617,1,5/9/2023
790,141,5,7/12/2023
791,639,2,7/28/2023
792,231,1,8/24/2022
793,69,3,7/7/2022
794,1025,5,11/8/2024
795,683,2,12/1/2024
796,1335,3,12/24/2023
797,1497,3,3/26/2024
798,261,5,10/8/2023
799,239,1,3/2/2024
800,683,2,6/9/2024
801,1515,1,11/1/2022
802,989,5,9/19/2023
803,1571,3,2/22/2024
804,1113,1,10/24/2023
805,601,1,5/24/2022
806,151,4,12/5/2023
807,1391,4,12/8/2023
808,1229,3,7/7/2023
809,1403,3,9/2/2022
810,205,5,9/24/2022
811,1791,4,4/18/2023
812,91,1,5/14/2023
813,445,5,10/3/2022
814,1623,1,11/12/2023
815,233,2,6/22/2022
816,1567,4,4/19/2022
817,1805,4,5/15/2024
818,293,4,3/13/2022
819,1113,2,2/25/2022
820,741,4,9/14/2023
821,1601,2,4/8/2024
822,297,5,5/19/2022
823,161,3,5/13/2023
824,647,4,9/22/2024
825,187,5,3/21/2022
826,1851,5,7/10/2022
827,13,5,10/27/2022
828,523,1,4/25/2024
829,863,3,4/14/2022
830,203,1,12/4/2022
831,441,1,8/11/2024
832,1989,5,9/29/2022
833,1023,2,6/1/2022
834,189,3,11/5/2023
835,1249,1,3/11/2023
836,693,1,7/15/2022
837,303,4,7/17/2023
838,379,5,3/31/2024
839,247,4,12/25/2023
840,459,3,7/5/2024
841,1545,1,4/2/2023
842,1389,3,12/29/2024
843,1237,3,3/27/2024
844,1907,2,10/2/2022
845,175,4,4/3/2023
846,737,5,8/12/2024
847,1609,1,7/3/2024
848,613,1,5/20/2022
849,1013,2,2/8/2024
850,1547,3,11/15/2024
851,307,2,12/5/2023
852,251,3,7/12/2024
853,1295,4,2/11/2022
854,925,4,11/13/2022
855,97,2,2/1/2024
856,1317,1,8/9/2022
857,1171,4,2/21/2024
858,1203,3,8/20/2023
859,141,2,4/14/2022
860,877,4,6/2/2023
861,771,2,4/10/2022
862,747,4,7/6/2022
863,533,2,12/3/2023
864,191,5,6/7/2022
865,1157,1,7/20/2022
866,1991,4,10/11/2024
867,857,5,10/14/2022
868,1425,2,10/4/2024
869,1007,5,12/29/2022
870,169,3,3/25/2023
871,605,4,8/19/2023
872,1299,1,2/2/2022
873,1329,1,9/29/2022
874,487,2,12/12/2024
875,1165,3,5/2/2023
876,711,5,10/2/2024
877,315,4,6/8/2024
878,997,4,11/16/2022
879,701,5,1/23/2024
880,1499,1,11/14/2024
881,1959,4,5/7/2023
882,939,4,12/24/2024
883,573,3,3/10/2024
884,917,4,12/10/2023
885,1385,4,9/30/2024
886,985,2,8/18/2022
887,1987,4,11/19/2024
888,41,3,1/3/2024
889,793,5,12/22/2022
890,1453,5,5/6/2022
891,419,2,4/1/2022
892,955,4,3/24/2023
893,843,4,5/1/2024
894,643,5,6/1/2024
895,237,2,2/11/2024
896,1711,3,9/25/2023
897,1681,4,9/19/2023
898,439,2,8/16/2023
899,115,5,6/1/2024
900,235,1,2/14/2023
901,9,2,11/25/2022
902,1309,3,9/8/2023
903,1635,1,10/25/2023
904,967,3,10/11/2024
905,807,1,7/22/2024
906,1433,3,10/3/2024
907,1671,3,3/21/2024
908,1099,4,4/1/2024
909,919,2,8/11/2024
910,1815,4,6/22/2022
911,741,4,3/20/2023
912,1845,3,5/31/2024
913,459,2,8/19/2022
914,41,5,9/26/2023
915,1139,2,2/21/2023
916,1463,4,12/8/2023
917,125,4,6/26/2022
918,1933,1,7/4/2022
919,483,3,9/9/2023
920,455,4,5/17/2024
921,895,2,11/6/2024
922,1871,1,1/15/2024
923,1327,1,4/29/2023
924,1123,2,7/29/2022
925,1479,5,8/9/2022
926,1593,2,11/23/2022
927,1251,2,6/28/2024
928,1379,3,6/4/2024
929,753,5,4/7/2023
930,97,1,1/31/2022
931,1985,5,11/16/2023
932,629,4,6/11/2023
933,1867,5,12/10/2024
934,901,3,11/20/2023
935,557,4,5/2/2023
936,1449,5,6/17/2022
937,1527,5,7/30/2024
938,199,2,10/15/2023
939,705,5,11/4/2024
940,963,3,1/4/2023
941,985,1,4/25/2022
942,971,5,6/9/2022
943,313,4,10/6/2023
944,1909,3,12/29/2024
945,933,5,7/24/2022
946,1795,2,12/4/2023
947,93,5,7/6/2024
948,1309,1,2/6/2023
949,1725,5,11/10/2024
950,827,2,5/11/2023
951,259,1,5/3/2024
952,1297,1,2/27/2024
953,915,2,2/15/2024
954,1485,1,12/16/2022
955,691,2,4/19/2022
956,1821,2,7/10/2022
957,477,5,1/13/2022
958,1437,4,5/24/2024
959,753,2,4/6/2024
960,865,1,11/26/2024
961,377,5,1/22/2024
962,1983,2,10/26/2023
963,1359,4,11/18/2022
964,65,4,6/1/2024
965,1073,1,5/19/2024
966,1079,4,10/20/2022
967,839,3,3/2/2024
968,1213,3,10/18/2023
969,1123,4,8/23/2024
970,1971,5,10/4/2022
971,127,1,1/20/2023
972,1339,4,6/5/2023
973,767,3,12/22/2023
974,1595,2,9/11/2024
975,1753,5,11/13/2024
976,761,5,8/5/2024
977,1523,4,3/18/2024
978,519,2,2/1/2023
979,983,1,8/30/2023
980,1783,3,6/13/2022
981,1233,4,5/11/2023
982,473,3,1/9/2022
983,157,2,8/6/2022
984,1421,1,6/22/2023
985,1807,1,8/9/2023
986,1847,4,3/31/2023
987,617,1,10/23/2022
988,641,1,1/20/2023
989,363,2,10/24/2023
990,111,2,4/24/2022
991,1261,5,4/30/2022
992,225,4,3/24/2023
993,1905,3,2/7/2022
994,1181,4,10/2/2022
995,1077,1,10/10/2022
996,1801,1,9/30/2022
997,1885,3,3/18/2024
998,835,2,10/8/2023
999,241,3,7/21/2023
1000,369,1,12/4/2024
