inspection_id,property_id,inspection_date,inspection_result,follow_up_required,notes
310,897,10/18/2023,Fail,TRUE,Structural damage poses safety risks to occupants.
311,110,7/13/2023,Pass,FALSE,"Small crack in living room wall, does not affect structure."
312,968,6/10/2023,Fail,TRUE,"Severe electrical issues found, high risk of fire hazard."
313,808,5/12/2024,Pass,FALSE,"All standards met, no further action required."
314,665,3/23/2024,Fail,TRUE,"Severe electrical issues found, high risk of fire hazard."
315,42,7/22/2023,Pass,FALSE,"All standards met, no further action required."
316,760,7/18/2023,Pass,FALSE,"All standards met, no further action required."
317,740,3/29/2024,Pass,FALSE,"Slight rusting on balcony railing, maintenance advised."
318,622,5/1/2024,Pass,TRUE,"Leaky faucet in bathroom, easy to fix."
319,718,8/2/2023,Pass,FALSE,"All standards met, no further action required."
320,723,8/9/2023,Pass,FALSE,"All standards met, no further action required."
321,474,3/15/2024,Fail,TRUE,"Severe electrical issues found, high risk of fire hazard."
322,155,3/22/2024,Pass,FALSE,"All standards met, no further action required."
323,578,10/3/2023,Fail,TRUE,Structural damage poses safety risks to occupants.
324,505,7/25/2023,Fail,TRUE,"Severe electrical issues found, high risk of fire hazard."
325,965,6/7/2023,Pass,FALSE,"All standards met, no further action required."
326,923,8/17/2023,Pass,FALSE,"All standards met, no further action required."
327,58,4/27/2024,Pass,FALSE,"All standards met, no further action required."
328,94,3/1/2024,Pass,FALSE,"All standards met, no further action required."
329,952,10/9/2023,Pass,FALSE,"All standards met, no further action required."
330,107,6/20/2023,Pass,TRUE,"Signs of water damage in basement, further inspection suggested."
331,118,7/30/2023,Pass,FALSE,"Slight rusting on balcony railing, maintenance advised."
332,562,9/16/2023,Pass,FALSE,"All standards met, no further action required."
333,43,4/16/2024,Pass,TRUE,"Minor wear and tear observed, nothing critical."
334,694,7/31/2023,Pass,FALSE,"All standards met, no further action required."
335,106,7/2/2023,Pass,FALSE,"All standards met, no further action required."
336,674,12/16/2023,Pass,FALSE,"All standards met, no further action required."
337,865,2/29/2024,Pass,FALSE,"All standards met, no further action required."
338,19,1/27/2024,Pass,FALSE,"All standards met, no further action required."
339,179,4/1/2024,Pass,FALSE,"All standards met, no further action required."
340,510,1/30/2024,Pass,FALSE,"All standards met, no further action required."
341,388,12/22/2023,Pass,FALSE,"All standards met, no further action required."
342,952,11/29/2023,Pass,FALSE,"All standards met, no further action required."
343,827,3/10/2024,Fail,TRUE,"Major plumbing issues detected, immediate repair required."
344,469,5/20/2024,Pass,FALSE,"All standards met, no further action required."
345,105,4/16/2024,Pass,FALSE,"All standards met, no further action required."
346,936,8/16/2023,Pass,TRUE,"Small crack in living room wall, does not affect structure."
347,231,8/13/2023,Pass,FALSE,"All standards met, no further action required."
348,762,8/30/2023,Pass,FALSE,"Leaky faucet in bathroom, easy to fix."
349,855,5/6/2024,Pass,FALSE,"Minor wear and tear observed, nothing critical."
350,925,5/8/2024,Pass,TRUE,"Slight rusting on balcony railing, maintenance advised."
351,783,11/29/2023,Pass,TRUE,"Slight rusting on balcony railing, maintenance advised."
352,208,4/9/2024,Pass,TRUE,"Leaky faucet in bathroom, easy to fix."
353,835,2/2/2024,Pass,FALSE,"All standards met, no further action required."
354,750,6/4/2023,Pass,FALSE,"All standards met, no further action required."
355,300,4/26/2024,Pass,FALSE,"All standards met, no further action required."
356,697,4/27/2024,Pass,FALSE,"All standards met, no further action required."
357,237,7/14/2023,Pass,FALSE,"All standards met, no further action required."
358,598,10/2/2023,Pass,FALSE,"All standards met, no further action required."
359,523,7/16/2023,Pass,FALSE,"All standards met, no further action required."
360,753,3/4/2024,Pass,FALSE,"All standards met, no further action required."
361,198,3/11/2024,Pass,FALSE,"All standards met, no further action required."
362,491,7/10/2023,Pass,FALSE,"All standards met, no further action required."
363,939,11/30/2023,Pass,FALSE,"All standards met, no further action required."
364,140,11/30/2023,Pass,FALSE,"Signs of water damage in basement, further inspection suggested."
365,602,3/26/2024,Pass,FALSE,"All standards met, no further action required."
366,33,8/13/2023,Pass,TRUE,"Small crack in living room wall, does not affect structure."
367,76,4/4/2024,Pass,FALSE,"All standards met, no further action required."
368,15,3/16/2024,Pass,FALSE,"All standards met, no further action required."
369,451,3/17/2024,Pass,FALSE,"All standards met, no further action required."
370,684,6/17/2023,Pass,FALSE,"All standards met, no further action required."
371,721,4/26/2024,Pass,FALSE,"All standards met, no further action required."
372,180,10/14/2023,Pass,FALSE,"All standards met, no further action required."
373,776,4/12/2024,Pass,FALSE,"All standards met, no further action required."
374,526,5/21/2024,Pass,FALSE,"All standards met, no further action required."
375,196,10/26/2023,Pass,FALSE,"All standards met, no further action required."
376,776,9/8/2023,Pass,FALSE,"All standards met, no further action required."
377,817,11/1/2023,Pass,FALSE,"All standards met, no further action required."
378,8,9/20/2023,Pass,FALSE,"Leaky faucet in bathroom, easy to fix."
379,456,5/9/2024,Pass,TRUE,"Slight rusting on balcony railing, maintenance advised."
380,601,8/19/2023,Fail,TRUE,"Heating system failure during winter, urgent replacement needed."
381,6,9/14/2023,Pass,FALSE,"All standards met, no further action required."
382,104,9/9/2023,Pass,FALSE,"All standards met, no further action required."
383,885,10/29/2023,Pass,FALSE,"All standards met, no further action required."
384,229,5/18/2024,Pass,FALSE,"All standards met, no further action required."
385,635,2/2/2024,Pass,FALSE,"All standards met, no further action required."
386,939,7/27/2023,Pass,FALSE,"Small crack in living room wall, does not affect structure."
387,912,1/13/2024,Pass,FALSE,"All standards met, no further action required."
388,598,8/5/2023,Pass,TRUE,"Small crack in living room wall, does not affect structure."
389,478,4/18/2024,Pass,TRUE,"Leaky faucet in bathroom, easy to fix."
390,479,9/2/2023,Pass,TRUE,"Slight rusting on balcony railing, maintenance advised."
391,449,9/25/2023,Pass,FALSE,"All standards met, no further action required."
392,294,3/23/2024,Pass,FALSE,"All standards met, no further action required."
393,797,2/17/2024,Pass,FALSE,"All standards met, no further action required."
